first_name	last_name	U		0		state		
Alex	Curler	F	06091951	0		CA	13008585971	
Asheley	Sourdough	F	11011981	0		CA	11481992689	
Lisa	Doughnut	F	21101940	0		TX	5214693581	
Asheley	Curler	F	14031979	0		VT	3442376800	
Carman	Crisp	F	13071965	0		CA	16407688560	
Thomas	Sourdough	M	16071918	0		CA	16182658066	
Ben	Curler	M	20021913	0		TX	8071307409	
Jim	Crisp	M	02041988	0		CA	6464932645	
John	Do	M	24051935	0		TX	8446458127	
Ashleigh	Curler	F	01021993	0		IA	15754032993	
Todd	Do	M	16022019	0		TX	1433598752	
Todd	Doe	M	22122002	0		TX	2115997336	
Carman	Do	F	27011945	0		IA	2943334553	
Thomas	Fryer	M	16121990	0		CA	8482458562	
Ashleigh	Do	F	26031949	0		IA	6288707027	
Lisa	Do	F	12061948	0		IA	6715753186	
Lisa	Fryer	F	27101919	0		IA	6643508407	
Ben	Doughnut	M	30072013	0		CA	14314842539	
Todd	Dough	M	21051972	0		CA	6134917527	
Jim	Curler	M	15061983	0		IA	17854835131	
Ashleigh	Doughnut	F	09051980	0		VT	4593165180	
Carman	Dough	F	13062021	0		IA	3191778181	
Ashleigh	Doe	F	05031927	0		CA	14952568337	
Ashleigh	Dough	F	03101940	0		IA	4906967258	
Ben	Fryer	M	07102008	0		VT	8565044446	
Lisa	Doughnut	F	17091944	0		CA	18466086548	
Ashleigh	Doughnut	F	27051970	0		IA	1928652490	
John	Do	M	14111948	0		VT	4557467131	
Jim	Fryer	M	06102027	0		VT	15834615523	
Ashleigh	Sourdough	F	04062026	0		IA	7384322275	
Jim	Dough	M	28121949	0		IA	8643647797	
Ben	Doe	M	06041912	0		CA	5484488618	
Carman	Sourdough	F	17071998	0		IA	1657143382	
Carman	Crisp	F	19072011	0		VT	2168318545	
Alex	Fryer	F	30052008	0		VT	5134045049	
Alex	Curler	M	24111959	0		TX	8348331982	
Jim	Sourdough	M	24111919	0		CA	15892447225	
Ashleigh	Crisp	F	15061999	0		TX	3694656874	
Ben	Doughnut	M	09042005	0		TX	6955763866	
Ben	Doughnut	M	01081949	0		VT	3985421225	
Alex	Curler	M	14071966	0		CA	4283557167	
Ashleigh	Sourdough	F	07122022	0		VT	15356657117	
Thomas	Curler	M	10081944	0		VT	12246407876	
Alex	Dough	F	06031987	0		CA	15171581435	
John	Do	M	05021915	0		CA	3417837750	
Jim	Curler	M	12051947	0		CA	2068767538	
Jim	Dough	M	17051916	0		TX	13738157682	
Thomas	Dough	M	26041926	0		TX	18172894220	
Todd	Fryer	M	24092007	0		CA	3142391030	
Jim	Do	M	15032018	0		CA	12601942468	
Ben	Do	M	06122019	0		VT	16123267523	
Todd	Dough	M	01021913	0		IA	1564973942	
Jim	Fryer	M	04111971	0		VT	18358938047	
Ben	Dough	M	06061918	0		TX	2503012945	
Thomas	Dough	M	22121928	0		IA	6417914559	
Jim	Dough	M	09081962	0		VT	5511723437	
John	Dough	M	23081931	0		TX	11058935523	
Thomas	Doe	M	06121978	0		CA	1103732678	
Todd	Doughnut	M	20012015	0		VT	6971016563	
Carman	Fryer	F	28031925	0		CA	7381233968	
Ashleigh	Dough	F	29121991	0		VT	2936172639	
Asheley	Fryer	F	17041979	0		CA	7086635128	
Ben	Dough	M	29102002	0		CA	1877127292	
Jim	Sourdough	M	16031969	0		CA	14722428471	
Alex	Do	M	29051959	0		VT	3494123070	
Ashleigh	Doe	F	05031994	0		VT	18246366171	
Carman	Dough	F	07121957	0		TX	13755424534	
Jim	Doughnut	M	10111951	0		CA	2524775047	
Lisa	Dough	F	29101936	0		VT	15825721725	
John	Curler	M	13041963	0		IA	2128873557	
Alex	Dough	F	31121933	0		CA	3567136425	
Alex	Doughnut	F	16041980	0		VT	4242214081	
Carman	Doughnut	F	03092013	0		TX	4837628624	
Carman	Fryer	F	23081996	0		IA	4801922623	
Alex	Curler	F	10032004	0		VT	14105467386	
Thomas	Dough	M	18072019	0		TX	18586385324	
Asheley	Doe	F	22122027	0		IA	3521547788	
Ashleigh	Do	F	24031923	0		IA	8346034825	
Jim	Sourdough	M	25041967	0		VT	2998067799	
Carman	Do	F	05021975	0		VT	3423697294	
Thomas	Doe	M	17052021	0		VT	1785884989	
Todd	Fryer	M	13101941	0		TX	1048343398	
Alex	Sourdough	M	16062003	0		IA	6417522896	
Jim	Dough	M	25091957	0		IA	3144864906	
Alex	Doughnut	F	18061997	0		VT	1585346429	
Asheley	Fryer	F	09052005	0		VT	2026758746	
Carman	Sourdough	F	16071916	0		CA	8082507518	
Lisa	Sourdough	F	10072029	0		IA	7065756765	
Jim	Doe	M	01081979	0		CA	7945098743	
Asheley	Doe	F	12021936	0		IA	6591383321	
Carman	Doe	F	03081947	0		CA	12602408993	
Alex	Sourdough	F	07051923	0		VT	7706636534	
Alex	Crisp	F	10111975	0		IA	7326207916	
John	Dough	M	10071914	0		TX	18573832994	
Ben	Fryer	M	06022004	0		IA	3311363745	
Jim	Curler	M	01101952	0		VT	8966175780	
Todd	Fryer	M	07082011	0		IA	6447898541	
Alex	Doughnut	F	25061985	0		CA	7944931839	
Jim	Do	M	12052027	0		IA	6046922073	
Ashleigh	Doe	F	01011920	0		VT	4864156332	
Lisa	Doughnut	F	03121936	0		VT	1262948740	
Jim	Curler	M	13031963	0		IA	7198973187	
Asheley	Crisp	F	20021923	0		TX	6774992882	
Alex	Fryer	M	10011916	0		VT	7176691129	
Jim	Crisp	M	22021991	0		VT	3127872045	
Alex	Dough	F	01091975	0		TX	11464577233	
Ben	Fryer	M	29032004	0		CA	6572422359	
Jim	Sourdough	M	08052010	0		VT	1284744207	
Jim	Do	M	26081982	0		IA	6122588268	
Alex	Doe	F	28021988	0		IA	6406903745	
Todd	Crisp	M	10111938	0		TX	17493105757	
Alex	Do	M	13101929	0		TX	4121294385	
Thomas	Curler	M	05122014	0		IA	1793291038	
John	Fryer	M	13121986	0		TX	4016217632	
John	Fryer	M	05111940	0		IA	6272213717	
Ben	Curler	M	20082017	0		CA	12793927221	
John	Doe	M	20091944	0		CA	15635697714	
Lisa	Do	F	08101942	0		IA	8126857229	
Ashleigh	Do	F	29101922	0		IA	13643873415	
Alex	Crisp	M	07081977	0		TX	3955046855	
Ashleigh	Sourdough	F	30061981	0		CA	6752321926	
Jim	Curler	M	28011987	0		TX	3452857875	
Carman	Sourdough	F	17051998	0		IA	8276243028	
Alex	Crisp	M	25061970	0		IA	2634681690	
Thomas	Crisp	M	12082013	0		CA	6453783298	
Lisa	Sourdough	F	27041945	0		VT	7808176944	
Lisa	Fryer	F	30071966	0		TX	4828141917	
Carman	Fryer	F	10031974	0		TX	11803421575	
Ashleigh	Sourdough	F	24061924	0		IA	5754672865	
Thomas	Dough	M	28041965	0		CA	4136518636	
Ben	Do	M	07042012	0		IA	6163123899	
Carman	Doughnut	F	06041949	0		VT	5033927259	
Alex	Doughnut	M	27092016	0		TX	17062583318	
Jim	Sourdough	M	22021939	0		TX	16993674911	
Todd	Curler	M	12061920	0		CA	16047525749	
Ashleigh	Doughnut	F	24071957	0		IA	6185562140	
Thomas	Curler	M	12122022	0		IA	8326384553	
Ashleigh	Fryer	F	22051976	0		TX	7922048466	
Ashleigh	Dough	F	15022027	0		TX	1753291784	
Todd	Doughnut	M	03082013	0		CA	12876913308	
Carman	Dough	F	10091969	0		IA	14362948579	
Alex	Crisp	F	06041922	0		CA	6673376621	
Alex	Curler	F	08112018	0		VT	16601103896	
John	Doughnut	M	17021957	0		CA	5041894574	
Ben	Do	M	03071990	0		IA	1578056652	
Ben	Do	M	16071923	0		VT	4107113274	
Asheley	Doe	F	26071933	0		IA	12925093279	
Carman	Do	F	28121924	0		TX	4535567069	
Ashleigh	Doughnut	F	18091989	0		TX	7943445973	
John	Do	M	19021991	0		IA	16864476622	
Asheley	Sourdough	F	10121962	0		VT	7497897795	
Ben	Crisp	M	18051957	0		IA	3984494295	
Ashleigh	Doe	F	06071977	0		CA	1871262297	
Thomas	Do	M	12101972	0		VT	3378564211	
Carman	Doe	F	07121983	0		VT	4156518325	
Ashleigh	Do	F	05042026	0		CA	3283247916	
Alex	Crisp	F	24041992	0		TX	2785032536	
Carman	Curler	F	23102012	0		IA	14035185876	
Lisa	Do	F	25111961	0		TX	6132373245	
Alex	Doe	F	19041998	0		VT	4573355029	
Asheley	Dough	F	07041968	0		IA	2377573838	
Todd	Curler	M	06061964	0		TX	14227991488	
Ashleigh	Doe	F	02051980	0		VT	3756166278	
Lisa	Doe	F	02051915	0		CA	3534197116	
Thomas	Crisp	M	02061933	0		TX	14805317034	
Ashleigh	Curler	F	23122016	0		TX	4367284258	
Carman	Sourdough	F	18082003	0		CA	8326657162	
Ashleigh	Doughnut	F	07091918	0		TX	2672985559	
Carman	Dough	F	20072018	0		TX	8883604431	
Asheley	Dough	F	18031938	0		CA	12336861733	
Ashleigh	Sourdough	F	01031946	0		VT	13713903337	
Alex	Fryer	M	20092004	0		IA	2275803114	
Alex	Sourdough	M	18081943	0		IA	15536791306	
Ben	Do	M	17042005	0		CA	12984494954	
Todd	Crisp	M	21101939	0		TX	2957837308	
Ashleigh	Doughnut	F	08081925	0		VT	3027056489	
Asheley	Crisp	F	13091987	0		IA	8548063128	
Thomas	Fryer	M	01111973	0		IA	5677212659	
Alex	Do	M	17041975	0		IA	14535022317	
Ashleigh	Crisp	F	01071967	0		VT	5326717861	
Todd	Fryer	M	08041981	0		VT	5998655970	
Lisa	Sourdough	F	09081928	0		VT	8338903217	
Asheley	Doe	F	22092028	0		TX	5473453119	
Asheley	Doe	F	26122011	0		TX	1297561615	
Thomas	Curler	M	08011958	0		VT	2324473179	
Ashleigh	Doughnut	F	11072029	0		IA	3023518261	
Alex	Fryer	F	18061946	0		TX	16237745650	
Alex	Crisp	M	10032013	0		VT	14707778205	
Asheley	Doe	F	29101961	0		VT	3722361694	
Asheley	Sourdough	F	21041960	0		IA	3102124106	
Carman	Doe	F	12071938	0		TX	7557985313	
Ben	Doe	M	11071980	0		VT	8774048769	
Jim	Fryer	M	09121956	0		VT	2442566103	
Ben	Doughnut	M	14011991	0		VT	1361381798	
Alex	Fryer	F	11121989	0		VT	6462172950	
Alex	Dough	M	16091975	0		VT	7168141171	
Lisa	Curler	F	06051927	0		CA	1225246885	
Carman	Fryer	F	12031955	0		CA	7847608338	
Thomas	Doughnut	M	06121918	0		VT	16331737719	
Lisa	Fryer	F	14051979	0		VT	5553142696	
Jim	Dough	M	13072017	0		VT	8873848696	
Ashleigh	Doe	F	23021972	0		CA	7596025277	
Jim	Sourdough	M	17071935	0		IA	1181205129	
Asheley	Doughnut	F	21051951	0		CA	5713736429	
Ben	Doe	M	06041993	0		IA	16586545419	
Todd	Dough	M	29081964	0		VT	2911643425	
Ben	Dough	M	30081960	0		VT	14111327520	
Todd	Curler	M	13112021	0		VT	2113305234	
Alex	Doe	F	27041963	0		TX	2444197483	
Carman	Doe	F	23011994	0		CA	4612207380	
Ashleigh	Dough	F	24042006	0		CA	6203834265	
Carman	Fryer	F	22091996	0		CA	2885088010	
Asheley	Fryer	F	26081965	0		TX	7445173738	
Carman	Crisp	F	07061931	0		IA	13543852812	
Alex	Dough	F	15041934	0		VT	1855396397	
John	Doe	M	15041934	0		IA	4968342757	
Carman	Sourdough	F	07051983	0		VT	6733271822	
Lisa	Crisp	F	17112011	0		VT	8844261243	
Ashleigh	Doughnut	F	11061927	0		CA	15092473946	
Asheley	Curler	F	25101965	0		TX	8552903462	
Thomas	Do	M	02052011	0		IA	5708857472	
Asheley	Fryer	F	15111995	0		TX	2221746166	
Alex	Sourdough	F	14071986	0		IA	3376246865	
Ben	Do	M	24081913	0		IA	16922401877	
Ashleigh	Curler	F	30091947	0		TX	7337155350	
Ben	Dough	M	30111976	0		CA	7876717167	
Jim	Dough	M	10011998	0		TX	6966951704	
Alex	Doughnut	F	17032025	0		IA	5918587227	
Todd	Do	M	28032011	0		TX	7002807399	
Ashleigh	Doughnut	F	25101919	0		CA	1547646601	
John	Fryer	M	25121975	0		CA	3945605281	
Asheley	Doughnut	F	21081976	0		IA	11701038318	
Thomas	Curler	M	12091916	0		CA	14533874498	
Alex	Do	M	04061923	0		VT	3333772226	
Jim	Doughnut	M	02011982	0		CA	14114596580	
Thomas	Sourdough	M	21101943	0		CA	5433966525	
Jim	Dough	M	14101934	0		CA	1243531733	
Alex	Doe	F	02061960	0		IA	14957216133	
Ashleigh	Doughnut	F	24012013	0		VT	4895167126	
Jim	Doughnut	M	25051919	0		IA	2986505231	
Jim	Crisp	M	13012001	0		VT	17702768924	
Carman	Crisp	F	23121926	0		IA	8952246609	
Carman	Doughnut	F	28111993	0		TX	3354695555	
Carman	Dough	F	19091947	0		VT	13362036452	
Ashleigh	Sourdough	F	02052011	0		CA	14395094559	
Lisa	Doughnut	F	13071973	0		IA	4285047688	
Todd	Do	M	15031960	0		IA	3525792570	
Ben	Dough	M	22061943	0		TX	15296075056	
Alex	Fryer	M	25062002	0		CA	11735518472	
Ben	Fryer	M	21092024	0		VT	3441402331	
Carman	Curler	F	04081994	0		CA	7328536544	
Todd	Doe	M	28101990	0		CA	13444897878	
Asheley	Sourdough	F	03111985	0		TX	11452096423	
Ashleigh	Fryer	F	30042016	0		IA	4672946905	
Jim	Crisp	M	20091986	0		TX	6315523968	
Alex	Sourdough	M	24072014	0		CA	7528663066	
Jim	Dough	M	08051967	0		VT	1585873688	
Carman	Curler	F	03102027	0		VT	4758517395	
Lisa	Do	F	27071937	0		VT	12187435958	
Asheley	Dough	F	05071994	0		IA	1298221592	
Todd	Fryer	M	11062030	0		IA	13936956646	
Todd	Do	M	07072013	0		TX	1545154142	
Jim	Dough	M	06101980	0		TX	5704496035	
Alex	Dough	M	03012006	0		TX	2394816059	
Alex	Crisp	F	23051966	0		VT	1416448876	
Carman	Crisp	F	21032015	0		VT	4633224073	
Ben	Fryer	M	06121929	0		IA	5201067410	
John	Doe	M	14041976	0		VT	2031022736	
Lisa	Doe	F	10121962	0		VT	13461543023	
Asheley	Dough	F	28011952	0		CA	7462472497	
Jim	Crisp	M	06062012	0		TX	2961601746	
Lisa	Crisp	F	11031945	0		TX	2294431007	
Alex	Sourdough	M	15021995	0		TX	4471592375	
Carman	Dough	F	11121956	0		CA	5668064691	
Alex	Doe	M	30091971	0		IA	1958437001	
Alex	Crisp	M	16091969	0		TX	17507565311	
Lisa	Doughnut	F	14082027	0		IA	18608167528	
Asheley	Crisp	F	03051943	0		IA	8032385468	
Carman	Doe	F	25071936	0		CA	4957207328	
Alex	Doe	M	25101984	0		TX	12486082357	
Carman	Doe	F	09022025	0		VT	3004935280	
Asheley	Dough	F	03041913	0		CA	16878495221	
Asheley	Sourdough	F	16101927	0		IA	4845588246	
Lisa	Sourdough	F	04071951	0		CA	7334315509	
Alex	Dough	M	01112010	0		VT	14475678543	
John	Sourdough	M	21082011	0		CA	6363827655	
Jim	Doe	M	26031958	0		TX	4354944814	
John	Do	M	20121949	0		TX	7713505722	
Ashleigh	Curler	F	10011958	0		TX	3444223354	
Ben	Fryer	M	20102004	0		IA	18275062433	
Alex	Crisp	M	25102020	0		TX	14635676185	
Jim	Fryer	M	03081933	0		CA	8341922877	
Asheley	Doughnut	F	03092003	0		CA	5798776458	
Todd	Dough	M	26031947	0		IA	4884701405	
Ashleigh	Doe	F	03071986	0		CA	12293727128	
Alex	Dough	F	25021943	0		CA	7216597190	
Thomas	Dough	M	23021942	0		CA	6712644249	
Ashleigh	Dough	F	08021929	0		TX	3258183978	
Alex	Curler	M	21072001	0		TX	17134972388	
Asheley	Sourdough	F	30112030	0		TX	4142598154	
Thomas	Crisp	M	30092021	0		VT	7766022113	
Thomas	Sourdough	M	07021924	0		CA	3708866332	
Lisa	Do	F	15061943	0		CA	15261347805	
Todd	Curler	M	14022013	0		CA	5743602459	
Alex	Sourdough	F	29112023	0		CA	15014884463	
Carman	Doe	F	02012000	0		VT	2237308946	
Carman	Dough	F	25011943	0		VT	15405198707	
Ben	Sourdough	M	26021919	0		CA	8242166683	
Lisa	Do	F	28081912	0		TX	7601725510	
Ashleigh	Fryer	F	21041999	0		IA	8085861581	
John	Dough	M	25072030	0		CA	3108494502	
Ben	Doughnut	M	17111978	0		CA	16877157942	
Lisa	Curler	F	24042000	0		VT	17595494233	
Jim	Fryer	M	21051938	0		TX	5047891987	
Asheley	Sourdough	F	19082016	0		VT	12323462766	
Todd	Doe	M	16081995	0		VT	18715437780	
Alex	Crisp	M	29032007	0		VT	5107236697	
Alex	Curler	M	09112001	0		IA	8904091068	
Ben	Dough	M	22022026	0		IA	7854722162	
Alex	Crisp	F	12022021	0		VT	3796821775	
Asheley	Curler	F	06051978	0		CA	2162821703	
Alex	Sourdough	M	21081990	0		IA	11361152079	
Carman	Crisp	F	26121913	0		VT	2623064280	
Carman	Sourdough	F	22102003	0		IA	7035212019	
Alex	Doe	F	10111952	0		CA	4334192298	
Alex	Dough	F	03011918	0		TX	7774736940	
Ashleigh	Fryer	F	16121935	0		VT	5268783723	
Alex	Doughnut	F	13081955	0		IA	5592375247	
Jim	Fryer	M	25071965	0		VT	1201911876	
Jim	Doughnut	M	01062015	0		CA	6254068117	
Ben	Dough	M	19091981	0		TX	4013463798	
Ben	Crisp	M	09012002	0		VT	17902877146	
Jim	Sourdough	M	29111956	0		VT	3257555769	
Asheley	Doughnut	F	25071985	0		IA	18175668328	
Alex	Sourdough	F	19021944	0		CA	16164466415	
Asheley	Fryer	F	05051999	0		CA	7073497527	
Lisa	Sourdough	F	04111995	0		CA	1832727164	
Jim	Doughnut	M	30041957	0		TX	7794723312	
Jim	Curler	M	19102027	0		IA	8498744486	
Ashleigh	Do	F	25091944	0		VT	17415867472	
Carman	Dough	F	20092021	0		TX	4645254110	
Alex	Doe	M	29121981	0		CA	1507178079	
Ben	Dough	M	30072009	0		IA	5472394322	
Carman	Fryer	F	25061920	0		VT	15322001998	
Lisa	Sourdough	F	03091931	0		IA	7338984128	
Alex	Do	F	04111922	0		VT	1058385164	
Ashleigh	Dough	F	27091941	0		TX	1254161018	
Alex	Curler	M	29101914	0		TX	5688202023	
Asheley	Curler	F	29052022	0		VT	11838115222	
Carman	Doe	F	18071939	0		IA	6845821805	
Thomas	Doe	M	13101915	0		CA	7094918647	
Thomas	Crisp	M	24031935	0		IA	7476177096	
Carman	Fryer	F	08021936	0		TX	4617903794	
Lisa	Dough	F	22071963	0		IA	16941846017	
Ashleigh	Crisp	F	04071933	0		TX	6531565479	
Alex	Crisp	F	01041986	0		TX	8632525733	
Ashleigh	Dough	F	24021997	0		IA	2706916859	
Lisa	Curler	F	28031946	0		IA	3858706367	
Alex	Do	M	23082022	0		CA	1563883291	
John	Sourdough	M	14072008	0		TX	8871481481	
Ben	Dough	M	13091995	0		TX	2813333848	
Asheley	Dough	F	17031931	0		TX	14453766985	
Jim	Dough	M	11071918	0		CA	12475061016	
Carman	Fryer	F	23081958	0		TX	1481087021	
Alex	Dough	F	12101969	0		VT	15445506877	
Thomas	Do	M	03121967	0		VT	5233714328	
Asheley	Fryer	F	10022013	0		IA	6114812406	
Asheley	Curler	F	23051913	0		VT	7595035748	
Todd	Doughnut	M	12081958	0		TX	4434327528	
Lisa	Sourdough	F	11022003	0		TX	7645542084	
John	Doughnut	M	27112000	0		CA	12462388349	
Ben	Doe	M	07061968	0		TX	16515635092	
Asheley	Doughnut	F	30061924	0		IA	1157593522	
Alex	Dough	F	02121912	0		CA	8593892651	
Ben	Do	M	19051983	0		TX	7614056377	
Alex	Do	F	27101961	0		IA	18047667030	
Ashleigh	Curler	F	18041968	0		TX	16586477785	
Ben	Doughnut	M	31121949	0		CA	18164922952	
Jim	Do	M	21051931	0		CA	5595314178	
Alex	Do	F	04032012	0		VT	11927956884	
Todd	Dough	M	14081928	0		IA	13298784171	
Ashleigh	Fryer	F	03091918	0		VT	6202121716	
Carman	Curler	F	23091911	0		IA	5204123093	
Ashleigh	Curler	F	07121913	0		TX	13767748499	
Asheley	Dough	F	02031945	0		CA	1173802043	
Ben	Do	M	16041916	0		CA	3943871152	
Asheley	Curler	F	17071967	0		VT	5787074626	
Ashleigh	Fryer	F	25011996	0		IA	4434613977	
Asheley	Sourdough	F	03091915	0		CA	5378652166	
Todd	Sourdough	M	22021923	0		TX	6717895885	
Thomas	Doe	M	10071968	0		TX	2208271372	
Alex	Curler	F	20081967	0		TX	14706604721	
Ben	Doughnut	M	13031937	0		CA	2197282851	
Jim	Doe	M	16051963	0		IA	4245313580	
John	Dough	M	17091924	0		IA	18748096208	
Todd	Do	M	24041997	0		IA	6424623966	
Alex	Crisp	F	29062027	0		CA	6493342966	
Ashleigh	Do	F	14011938	0		IA	6292658489	
Asheley	Doe	F	13061918	0		CA	17852216673	
Thomas	Crisp	M	10041939	0		CA	2316017326	
Alex	Crisp	F	19011912	0		IA	8901713518	
Alex	Curler	M	08031981	0		IA	7917851542	
Todd	Crisp	M	20042014	0		CA	7406576463	
Carman	Fryer	F	14041978	0		VT	8275412439	
Todd	Curler	M	09041987	0		TX	17863157615	
Asheley	Fryer	F	27021988	0		VT	5851795118	
Alex	Sourdough	F	12081915	0		TX	1696696209	
Ashleigh	Sourdough	F	20032019	0		CA	6925727113	
Ben	Doughnut	M	06112016	0		VT	8246658206	
Thomas	Crisp	M	30091994	0		IA	17845816350	
Lisa	Doughnut	F	08121964	0		IA	8024412602	
Asheley	Crisp	F	01061970	0		IA	7403816869	
Asheley	Sourdough	F	10021986	0		TX	4895131147	
Alex	Do	M	01121953	0		IA	1771194080	
Asheley	Do	F	02082007	0		VT	12514152019	
Alex	Doughnut	M	03091961	0		CA	8741398368	
John	Dough	M	02011976	0		IA	13334794609	
Thomas	Do	M	11081930	0		TX	8587081164	
John	Doughnut	M	16021984	0		CA	1092584605	
Carman	Curler	F	30061938	0		CA	16077414010	
Alex	Dough	F	29101998	0		VT	3752421547	
Alex	Crisp	M	23051969	0		CA	5722693962	
Todd	Dough	M	27082011	0		IA	16792876319	
Ashleigh	Curler	F	31081993	0		TX	8357204974	
Lisa	Doe	F	19061977	0		TX	5432826690	
Ashleigh	Dough	F	26031937	0		CA	4256221944	
Todd	Do	M	02101955	0		TX	7891838498	
John	Do	M	30032028	0		TX	8553903465	
Lisa	Dough	F	01051971	0		TX	5352005543	
Alex	Crisp	M	03122022	0		IA	8994152411	
Lisa	Sourdough	F	29061963	0		VT	6596468149	
Thomas	Do	M	25101988	0		CA	7272446280	
Thomas	Fryer	M	24101913	0		CA	7566375608	
Asheley	Crisp	F	09071985	0		CA	2915513570	
Alex	Curler	M	24081995	0		IA	18944798649	
Alex	Curler	M	23091922	0		CA	17055771213	
Todd	Sourdough	M	13121943	0		CA	1693885749	
Carman	Doughnut	F	13082007	0		CA	18933772597	
Carman	Do	F	02071984	0		TX	3866795380	
Alex	Do	M	25112019	0		IA	6013643309	
Ashleigh	Doughnut	F	20052011	0		TX	7551275673	
Alex	Curler	M	16031922	0		TX	18712661550	
Ashleigh	Crisp	F	17071937	0		IA	3724071110	
John	Dough	M	03091935	0		IA	15683718476	
Thomas	Curler	M	11081961	0		VT	6018188220	
Asheley	Doe	F	08102019	0		CA	1877892062	
Ashleigh	Dough	F	21071953	0		IA	1038553496	
Jim	Fryer	M	24011923	0		TX	12697657903	
Carman	Sourdough	F	05101912	0		TX	18982221735	
Carman	Crisp	F	05031961	0		IA	6027708842	
Alex	Dough	M	07041975	0		CA	7597945753	
Ashleigh	Doe	F	01091960	0		CA	4023138940	
Jim	Curler	M	08121973	0		TX	5352534389	
Ashleigh	Doughnut	F	02061995	0		CA	3353708183	
John	Doe	M	10022022	0		CA	11912387100	
Carman	Do	F	14021928	0		CA	4464796112	
Lisa	Doe	F	01122019	0		VT	12194308052	
John	Sourdough	M	21061956	0		VT	7551742369	
Asheley	Sourdough	F	23032030	0		IA	7386213645	
Carman	Doe	F	29061952	0		CA	7844731728	
Thomas	Fryer	M	31011979	0		TX	6521462498	
Asheley	Dough	F	10011958	0		TX	8626604999	
John	Dough	M	22052004	0		IA	5051687849	
Jim	Do	M	06061945	0		CA	6896993166	
Alex	Dough	F	06091972	0		CA	15904436251	
Lisa	Sourdough	F	28101939	0		TX	7866597599	
Alex	Dough	F	05071960	0		IA	18707917783	
Lisa	Doe	F	27111913	0		CA	7401471803	
Jim	Crisp	M	21051958	0		TX	6421846419	
Jim	Doe	M	14122000	0		IA	16952701287	
Todd	Crisp	M	04091918	0		TX	6474176441	
Ashleigh	Do	F	10062003	0		IA	3215532834	
Todd	Doughnut	M	06121946	0		IA	4142143480	
Ashleigh	Curler	F	20122010	0		IA	4146534822	
Ashleigh	Doughnut	F	03021946	0		VT	8772458736	
Ben	Crisp	M	03011991	0		IA	12995346037	
Lisa	Doe	F	09111930	0		VT	5266172306	
Ben	Curler	M	26092005	0		TX	15863337263	
Carman	Doe	F	25032022	0		CA	1322172799	
Asheley	Dough	F	13091941	0		IA	12451853066	
Todd	Doe	M	26012021	0		CA	17002924256	
Alex	Sourdough	M	31081992	0		TX	17598931632	
Thomas	Fryer	M	10061974	0		TX	5907121949	
Alex	Crisp	M	25102003	0		IA	1915287782	
Alex	Fryer	F	16061949	0		CA	12788132599	
Thomas	Do	M	06111933	0		TX	2081833118	
Alex	Doughnut	M	07061945	0		IA	4001435968	
Ashleigh	Crisp	F	15092010	0		IA	7846515305	
Thomas	Do	M	09021992	0		VT	4202992499	
Alex	Doughnut	M	20051923	0		IA	6983565398	
Thomas	Crisp	M	13101915	0		CA	17661862502	
Ashleigh	Doe	F	17011973	0		IA	6134218212	
Asheley	Crisp	F	22032010	0		VT	7671683381	
Asheley	Sourdough	F	11102006	0		CA	2456315780	
Alex	Do	F	19072022	0		TX	4203264220	
Ashleigh	Curler	F	26022019	0		CA	3258924483	
Ashleigh	Sourdough	F	03101913	0		CA	1627851374	
Ashleigh	Fryer	F	10111947	0		IA	11938717083	
Alex	Doe	F	27071938	0		CA	1856878882	
Alex	Sourdough	F	18081970	0		CA	16153583137	
Thomas	Doughnut	M	19072018	0		IA	18248651894	
Ben	Do	M	30112015	0		TX	5433515453	
John	Doughnut	M	18071918	0		VT	6227767744	
Carman	Crisp	F	11081950	0		VT	15257951400	
Lisa	Doughnut	F	22011958	0		CA	7374656303	
Alex	Crisp	M	01042018	0		TX	3632173774	
Todd	Crisp	M	22031994	0		VT	12074494567	
Lisa	Doe	F	03121920	0		IA	8203602494	
Carman	Sourdough	F	05041968	0		VT	5148728309	
John	Sourdough	M	24041958	0		IA	18065652061	
Todd	Sourdough	M	18111929	0		IA	13124126760	
Ben	Doughnut	M	19111979	0		CA	7736693298	
Ashleigh	Do	F	19031934	0		TX	5396014537	
John	Curler	M	10111954	0		IA	5903146876	
Ben	Sourdough	M	12061999	0		IA	18395736911	
Lisa	Sourdough	F	09052014	0		VT	18711238764	
Lisa	Dough	F	04081920	0		IA	12426181931	
Ben	Do	M	26082010	0		VT	14064476554	
Carman	Sourdough	F	13061958	0		VT	4936483325	
Alex	Crisp	F	08121990	0		IA	7692801907	
Alex	Fryer	M	08061920	0		TX	11394005665	
Alex	Doughnut	M	28111914	0		TX	7738872276	
Jim	Doe	M	05081987	0		IA	5678066895	
Alex	Doughnut	M	05011964	0		TX	3427786053	
Todd	Fryer	M	15081976	0		TX	8948513609	
Todd	Curler	M	03102008	0		IA	14828125398	
Asheley	Do	F	15021982	0		TX	7804583211	
Ben	Dough	M	31121912	0		VT	12135237232	
Asheley	Doe	F	05112013	0		CA	5291154908	
Lisa	Doughnut	F	25041946	0		IA	1633063056	
Ben	Sourdough	M	25021975	0		CA	18644536335	
Jim	Curler	M	04101983	0		IA	5633221325	
Ben	Sourdough	M	10101978	0		IA	4478434148	
Alex	Doe	F	11071954	0		TX	8082774804	
Lisa	Curler	F	28071929	0		IA	1888476136	
